UNICA ATACADISTA DE TINTAS

COMPRAS POR FORNECEDOR - ANALÍTICO 17/07/2026 16:36

Gerar por data de : EMISSÃO
Data Inicial : 01/01/2026
Data Final : 30/06/2026
Número do documento de Entrada : TODOS
Espécie do documento de Entrada : TODOS
Série do documento de Entrada : TODOS
Empresa : 009-UNICA ATACADISTA DE TINTAS
Item : TODOS
Descrição do item : TODOS
Fornecedor : TODOS
Marca : TODOS
Linha / Grupo : TODOS
Departamento : TODOS
Grupo de produtos : TODOS
Grupo de compra : TODOS
Unidade : TODOS
Acordo de Objetivos : NÃO
Exibir quantidade convertida em embalagens : NÃO
Destino : CSV

DOCUMENTO;FORNECEDOR;DATA;CÓDIGO;DESCRIÇÃO DO ITEM;REFERÊNCIA;MARCA;UNID;VR. UNIT.;QUANTID.;LITR./QUILOS;TOT. PROD.;VR. IPI;VR. SUBST.;VR. FRETE;DES. ACE.;OUT.DES;VR.ICMS;DESC. ESP;VR. CONTÁBIL
"000000101509-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";10/06/2026;"020056.21741";"COLA PARA PARABRISA PRETO TUBO 280ML SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";15,01;168,00;0,00;2.521,68;0,00;0,00;0,00;0,00;0,00;100,87;0,00;2.521,68
"000000101509-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";10/06/2026;"020056.23708";"COLA PARA PARABRISA PRETO SACHE 600ML SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";23,63;120,00;0,00;2.835,60;0,00;0,00;0,00;0,00;0,00;113,42;0,00;2.835,60
"000000101509-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";10/06/2026;"020056.85108";"ADESIVO PU40 SELANTE FLEX CINZA SACHE 600ML SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";38,05;60,00;0,00;2.283,00;0,00;0,00;0,00;0,00;0,00;91,32;0,00;2.283,00
"000000101509-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";10/06/2026;"020056.21814";"ADESIVO PU40 SELANTE FLEX CINZA SACHE 400ML SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";29,47;120,00;0,00;3.536,40;0,00;0,00;0,00;0,00;0,00;141,46;0,00;3.536,40
"000000101741-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";18/06/2026;"020056.21741";"COLA PARA PARABRISA PRETO TUBO 280ML SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";15,01;60,00;0,00;900,60;0,00;0,00;0,00;0,00;0,00;36,02;0,00;900,60
"000000101741-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";18/06/2026;"020056.21814";"ADESIVO PU40 SELANTE FLEX CINZA SACHE 400ML SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";29,47;60,00;0,00;1.768,20;0,00;0,00;0,00;0,00;0,00;70,73;0,00;1.768,20
"000000101741-NF-009";"00000261 - SOLUCAO ADESIVOS E SELANTES LTDA";18/06/2026;"020056.87361";"APLICADOR ELETRICO POWER COMBO TUBO E SACHE SOLUFIX";"";"SOLUÇÃO ADESIVOS";"UN";1.277,04;1,00;0,00;1.277,04;66,41;0,00;0,00;0,00;0,00;51,08;0,00;1.343,45
"000000014853-NF-009";"00000304 - FABRICIO & RAFAEL TINTAS LTDA -ME";28/04/2026;"020002.21822";"LAZZUDUR PRETO ECLIPSE PEROL. 900ML";"";"SHERWIN WILLIAMS";"UN";38,50;6,00;0,00;231,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231,00
"000000014980-NF-009";"00000304 - FABRICIO & RAFAEL TINTAS LTDA -ME";18/05/2026;"020002.21822";"LAZZUDUR PRETO ECLIPSE PEROL. 900ML";"";"SHERWIN WILLIAMS";"UN";38,50;6,00;0,00;231,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231,00
"000000003125-NF-009";"00000338 - SONIA SERTANEJO NETO EIRELI - ME";06/01/2026;"020025.00005";"ESTOPA BRANCA 500G";"";"BRILHO ESTOPA";"UN";3,80;1.000,00;0,00;3.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.800,00
"000000003175-NF-009";"00000338 - SONIA SERTANEJO NETO EIRELI - ME";01/03/2026;"020025.00005";"ESTOPA BRANCA 500G";"";"BRILHO ESTOPA";"UN";3,80;1.020,00;0,00;3.876,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.876,00
"000000003209-NF-009";"00000338 - SONIA SERTANEJO NETO EIRELI - ME";25/03/2026;"020025.00005";"ESTOPA BRANCA 500G";"";"BRILHO ESTOPA";"UN";3,90;1.020,00;0,00;3.978,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.978,00
"000000003240-NF-009";"00000338 - SONIA SERTANEJO NETO EIRELI - ME";29/04/2026;"020025.00005";"ESTOPA BRANCA 500G";"";"BRILHO ESTOPA";"UN";3,90;1.020,00;0,00;3.978,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.978,00
"000000003290-NF-009";"00000338 - SONIA SERTANEJO NETO EIRELI - ME";10/06/2026;"020025.00005";"ESTOPA BRANCA 500G";"";"BRILHO ESTOPA";"UN";3,90;1.020,00;0,00;3.978,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.978,00
"000000005268-NF-009";"00000381 - ETITEC SOLUCOES INTELIGENTES";20/04/2026;"999999.24172";"ETIQUETA PERSONALIZADO DAUTO TINTAS RT-019 90X40";"";"ETITEC";"UN";69,37;30,00;0,00;2.081,10;0,00;0,00;0,00;0,00;0,00;208,10;0,00;2.081,10
"000000005268-NF-009";"00000381 - ETITEC SOLUCOES INTELIGENTES";20/04/2026;"030017.23836";"FITA IMPRESSAO 110X74 CERA ORIGINAL";"";"ETITEC";"UN";15,74;10,00;0,00;157,40;0,00;0,00;0,00;0,00;0,00;18,89;0,00;157,40
"000000008386-NF-009";"00000381 - ETITEC SOLUCOES INTELIGENTES";03/06/2026;"999999.24172";"ETIQUETA PERSONALIZADO DAUTO TINTAS RT-019 90X40";"";"ETITEC";"UN";73,53;32,00;0,00;2.352,96;0,00;0,00;0,00;0,00;0,00;235,29;0,00;2.352,96
"000000008386-NF-009";"00000381 - ETITEC SOLUCOES INTELIGENTES";03/06/2026;"030017.23836";"FITA IMPRESSAO 110X74 CERA ORIGINAL";"";"ETITEC";"UN";15,74;10,00;0,00;157,40;0,00;0,00;0,00;0,00;0,00;31,48;0,00;157,40
"000000009168-NF-009";"00000381 - ETITEC SOLUCOES INTELIGENTES";16/06/2026;"030017.23629";"ETIQUETA ROTULO NEUTRO CONFIG. RT-414 28X88 BEMATECH";"";"ETITEC";"UN";21,05;15,00;0,00;315,75;0,00;0,00;0,00;0,00;0,00;31,57;0,00;315,75
"000000470685-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"060001.10303";"THINNER 2750 18L ANJO";"";"ANJO";"UN";146,17;40,00;0,00;5.846,80;380,04;0,00;0,00;0,00;0,00;409,28;0,00;6.226,84
"000000470685-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"060001.23280";"THINNER 2750 190L TAMBOR ANJO";"";"ANJO";"UN";1.407,88;3,00;0,00;4.223,64;274,54;0,00;0,00;0,00;0,00;295,65;0,00;4.498,18
"000000470685-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"060001.10298";"THINNER 2750 5L ANJO";"";"ANJO";"UN";43,19;1.300,00;0,00;56.147,00;3.649,55;0,00;0,00;0,00;0,00;3.930,29;0,00;59.796,55
"000000470685-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"060001.10297";"THINNER 2750 900ML ANJO";"";"ANJO";"UN";8,36;1.500,00;0,00;12.540,00;815,10;0,00;0,00;0,00;0,00;877,80;0,00;13.355,10
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020026.10316";"COLA PLASTICA UNIV. SUPER LIGHT 495G ANJO";"";"ANJO";"UN";11,29;480,00;0,00;5.419,20;0,00;0,00;0,00;0,00;0,00;379,34;0,00;5.419,20
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020038.10317";"EMBORRACHAMENTO BRANCO 900ML ANJO";"";"ANJO";"UN";11,44;12,00;0,00;137,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;137,28
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020004.23267";"MASSA POLIESTER OCTANO 900G ANJO";"";"ANJO";"UN";17,85;480,00;0,00;8.568,00;111,38;0,00;0,00;0,00;0,00;599,76;0,00;8.679,38
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020035.10332";"PRIMER UNIVERSAL BRANCO 900ML ANJO";"";"ANJO";"UN";22,98;6,00;0,00;137,88;4,49;0,00;0,00;0,00;0,00;0,00;0,00;142,37
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020035.10329";"PRIMER UNIVERSAL CINZA 900ML ANJO";"";"ANJO";"UN";24,19;36,00;0,00;870,84;28,30;0,00;0,00;0,00;0,00;0,00;0,00;899,14
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020037.10295";"QUEROSENE 900ML ANJO";"";"ANJO";"UN";12,73;24,00;0,00;305,52;0,00;99,29;0,00;0,00;0,00;21,39;0,00;404,81
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020047.10324";"TINTA LACA NC ALUMINIO OPALESCENTE 900ML ANJO";"";"ANJO";"UN";24,16;36,00;0,00;869,76;28,26;0,00;0,00;0,00;0,00;0,00;0,00;898,02
"000000470687-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";05/02/2026;"020047.10325";"TINTA LACA NC PRETO FOSCO 900ML  ANJO";"";"ANJO";"UN";22,97;60,00;0,00;1.378,20;44,80;0,00;0,00;0,00;0,00;0,00;0,00;1.423,00
"000000471793-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";23/02/2026;"020006.10337";"CERA AUTO BRILHO 200G ANJO";"";"ANJO";"UN";9,41;36,00;0,00;338,76;22,02;0,00;0,00;0,00;0,00;23,71;0,00;360,78
"000000471793-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";23/02/2026;"020052.10296";"SOLUCAO DESENGRAXANTE 900ML ANJO";"";"ANJO";"UN";12,20;360,00;0,00;4.392,00;0,00;0,00;0,00;0,00;0,00;307,44;0,00;4.392,00
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020026.10316";"COLA PLASTICA UNIV. SUPER LIGHT 495G ANJO";"";"ANJO";"UN";11,29;120,00;0,00;1.354,80;0,00;0,00;0,00;0,00;0,00;94,84;0,00;1.354,80
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020004.23267";"MASSA POLIESTER OCTANO 900G ANJO";"";"ANJO";"UN";17,85;300,00;0,00;5.355,00;69,62;0,00;0,00;0,00;0,00;374,85;0,00;5.424,62
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020035.10332";"PRIMER UNIVERSAL BRANCO 900ML ANJO";"";"ANJO";"UN";22,98;6,00;0,00;137,88;4,48;0,00;0,00;0,00;0,00;0,00;0,00;142,36
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020037.10295";"QUEROSENE 900ML ANJO";"";"ANJO";"UN";12,73;12,00;0,00;152,76;0,00;49,65;0,00;0,00;0,00;10,69;0,00;202,41
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"060001.10303";"THINNER 2750 18L ANJO";"";"ANJO";"UN";146,17;8,00;0,00;1.169,36;76,00;0,00;0,00;0,00;0,00;81,85;0,00;1.245,36
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"060001.23280";"THINNER 2750 190L TAMBOR ANJO";"";"ANJO";"UN";1.407,88;4,00;0,00;5.631,52;366,05;0,00;0,00;0,00;0,00;394,21;0,00;5.997,57
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"060001.10298";"THINNER 2750 5L ANJO";"";"ANJO";"UN";43,19;800,00;0,00;34.552,00;2.245,88;0,00;0,00;0,00;0,00;2.418,64;0,00;36.797,88
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"060001.10297";"THINNER 2750 900ML ANJO";"";"ANJO";"UN";8,36;1.020,00;0,00;8.527,20;554,27;0,00;0,00;0,00;0,00;596,90;0,00;9.081,47
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020047.10325";"TINTA LACA NC PRETO FOSCO 900ML  ANJO";"";"ANJO";"UN";22,97;24,00;0,00;551,28;17,92;0,00;0,00;0,00;0,00;0,00;0,00;569,20
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020038.10318";"EMBORRACHAMENTO PRETO 900ML ANJO";"";"ANJO";"UN";12,53;24,00;0,00;300,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;300,79
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020002.20458";"ESMALTE SINTETICO-PRETO CADILAC 900ML ANJO";"";"ANJO";"UN";20,48;12,00;0,00;245,82;7,99;0,00;0,00;0,00;0,00;0,00;0,00;253,81
"000000472932-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";12/03/2026;"020013.10333";"REMOVEDOR PASTOSO 1KG ANJO";"";"ANJO";"UN";17,30;30,00;0,00;519,15;33,74;0,00;0,00;0,00;0,00;36,34;0,00;552,89
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020038.10318";"EMBORRACHAMENTO PRETO 900ML ANJO";"";"ANJO";"UN";12,53;12,00;0,00;150,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,40
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020002.20458";"ESMALTE SINTETICO-PRETO CADILAC 900ML ANJO";"";"ANJO";"UN";20,48;12,00;0,00;245,82;7,99;0,00;0,00;0,00;0,00;0,00;0,00;253,81
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020006.10337";"CERA AUTO BRILHO 200G ANJO";"";"ANJO";"UN";9,41;12,00;0,00;112,92;7,34;0,00;0,00;0,00;0,00;7,90;0,00;120,26
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020026.10316";"COLA PLASTICA UNIV. SUPER LIGHT 495G ANJO";"";"ANJO";"UN";11,29;360,00;0,00;4.064,40;0,00;0,00;0,00;0,00;0,00;284,51;0,00;4.064,40
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020004.23267";"MASSA POLIESTER OCTANO 900G ANJO";"";"ANJO";"UN";17,85;348,00;0,00;6.211,80;80,75;0,00;0,00;0,00;0,00;434,82;0,00;6.292,55
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020035.10332";"PRIMER UNIVERSAL BRANCO 900ML ANJO";"";"ANJO";"UN";22,98;6,00;0,00;137,88;4,48;0,00;0,00;0,00;0,00;0,00;0,00;142,36
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020037.10295";"QUEROSENE 900ML ANJO";"";"ANJO";"UN";12,73;12,00;0,00;152,76;0,00;49,65;0,00;0,00;0,00;10,69;0,00;202,41
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"060001.10303";"THINNER 2750 18L ANJO";"";"ANJO";"UN";146,17;25,00;0,00;3.654,25;237,53;0,00;0,00;0,00;0,00;255,79;0,00;3.891,78
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"060001.23280";"THINNER 2750 190L TAMBOR ANJO";"";"ANJO";"UN";1.407,88;5,00;0,00;7.039,40;457,56;0,00;0,00;0,00;0,00;492,76;0,00;7.496,96
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"060001.10298";"THINNER 2750 5L ANJO";"";"ANJO";"UN";43,19;1.200,00;0,00;51.828,00;3.368,82;0,00;0,00;0,00;0,00;3.627,96;0,00;55.196,82
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"060001.10297";"THINNER 2750 900ML ANJO";"";"ANJO";"UN";8,36;2.004,00;0,00;16.753,44;1.088,97;0,00;0,00;0,00;0,00;1.172,74;0,00;17.842,41
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020047.10324";"TINTA LACA NC ALUMINIO OPALESCENTE 900ML ANJO";"";"ANJO";"UN";24,16;18,00;0,00;434,88;14,14;0,00;0,00;0,00;0,00;0,00;0,00;449,02
"000000474008-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";25/03/2026;"020047.10325";"TINTA LACA NC PRETO FOSCO 900ML  ANJO";"";"ANJO";"UN";22,97;18,00;0,00;413,46;13,44;0,00;0,00;0,00;0,00;0,00;0,00;426,90
"000000474066-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";26/03/2026;"060001.10303";"THINNER 2750 18L ANJO";"";"ANJO";"UN";146,17;20,00;0,00;2.923,40;190,02;0,00;0,00;0,00;0,00;204,64;0,00;3.113,42
"000000474066-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";26/03/2026;"060001.23280";"THINNER 2750 190L TAMBOR ANJO";"";"ANJO";"UN";1.407,88;3,00;0,00;4.223,64;274,54;0,00;0,00;0,00;0,00;295,65;0,00;4.498,18
"000000474066-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";26/03/2026;"060001.10298";"THINNER 2750 5L ANJO";"";"ANJO";"UN";43,19;1.000,00;0,00;43.190,00;2.807,35;0,00;0,00;0,00;0,00;3.023,30;0,00;45.997,35
"000000474066-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";26/03/2026;"060001.10297";"THINNER 2750 900ML ANJO";"";"ANJO";"UN";8,36;1.008,00;0,00;8.426,88;547,74;0,00;0,00;0,00;0,00;589,88;0,00;8.974,62
"000000474750-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";06/04/2026;"020013.10333";"REMOVEDOR PASTOSO 1KG ANJO";"";"ANJO";"UN";17,30;42,00;0,00;726,81;47,24;0,00;0,00;0,00;0,00;50,88;0,00;774,05
"000000474750-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";06/04/2026;"020035.10329";"PRIMER UNIVERSAL CINZA 900ML ANJO";"";"ANJO";"UN";24,19;12,00;0,00;290,28;9,44;0,00;0,00;0,00;0,00;0,00;0,00;299,72
"000000474750-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";06/04/2026;"020052.10296";"SOLUCAO DESENGRAXANTE 900ML ANJO";"";"ANJO";"UN";12,20;276,00;0,00;3.367,20;0,00;0,00;0,00;0,00;0,00;235,70;0,00;3.367,20
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020038.10317";"EMBORRACHAMENTO BRANCO 900ML ANJO";"";"ANJO";"UN";12,52;12,00;0,00;150,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,20
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020038.10318";"EMBORRACHAMENTO PRETO 900ML ANJO";"";"ANJO";"UN";13,72;18,00;0,00;246,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;246,98
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"040001.20267";"ESMALTE SINTETICO-ALUMINIO OPALESCENTE 900ML ANJO";"";"ANJO";"UN";20,72;6,00;0,00;124,34;4,04;0,00;0,00;0,00;0,00;0,00;0,00;128,38
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020004.23267";"MASSA POLIESTER OCTANO 900G ANJO";"";"ANJO";"UN";19,53;264,00;0,00;5.156,18;67,03;0,00;0,00;0,00;0,00;360,93;0,00;5.223,21
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020004.23253";"MASSA RAPIDA PLUS 1,25KG ANJO";"";"ANJO";"UN";25,67;12,00;0,00;308,04;4,01;0,00;0,00;0,00;0,00;21,56;0,00;312,05
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020035.10329";"PRIMER UNIVERSAL CINZA 900ML ANJO";"";"ANJO";"UN";24,52;12,00;0,00;294,24;9,56;0,00;0,00;0,00;0,00;0,00;0,00;303,80
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020013.10333";"REMOVEDOR PASTOSO 1KG ANJO";"";"ANJO";"UN";17,54;48,00;0,00;842,06;54,73;0,00;0,00;0,00;0,00;58,94;0,00;896,79
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020052.10296";"SOLUCAO DESENGRAXANTE 900ML ANJO";"";"ANJO";"UN";12,37;480,00;0,00;5.935,20;0,00;0,00;0,00;0,00;0,00;415,47;0,00;5.935,20
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"060001.10303";"THINNER 2750 18L ANJO";"";"ANJO";"UN";160,02;5,00;0,00;800,11;52,01;0,00;0,00;0,00;0,00;56,00;0,00;852,12
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"060001.23280";"THINNER 2750 190L TAMBOR ANJO";"";"ANJO";"UN";1.541,34;1,00;0,00;1.541,34;100,19;0,00;0,00;0,00;0,00;107,90;0,00;1.641,53
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"060001.10298";"THINNER 2750 5L ANJO";"";"ANJO";"UN";47,29;336,00;0,00;15.889,10;1.032,79;0,00;0,00;0,00;0,00;1.112,24;0,00;16.921,89
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020047.10324";"TINTA LACA NC ALUMINIO OPALESCENTE 900ML ANJO";"";"ANJO";"UN";26,45;48,00;0,00;1.269,84;41,27;0,00;0,00;0,00;0,00;0,00;0,00;1.311,11
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"020047.10325";"TINTA LACA NC PRETO FOSCO 900ML  ANJO";"";"ANJO";"UN";25,16;60,00;0,00;1.509,30;49,05;0,00;0,00;0,00;0,00;0,00;0,00;1.558,35
"000000476583-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";30/04/2026;"060001.10297";"THINNER 2750 900ML ANJO";"";"ANJO";"UN";9,16;1.200,00;0,00;10.987,20;714,17;0,00;0,00;0,00;0,00;769,10;0,00;11.701,37
"000000477698-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";18/05/2026;"020026.10316";"COLA PLASTICA UNIV. SUPER LIGHT 495G ANJO";"";"ANJO";"UN";12,35;480,00;0,00;5.929,44;0,00;0,00;0,00;0,00;0,00;415,06;0,00;5.929,44
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020006.10337";"CERA AUTO BRILHO 200G ANJO";"";"ANJO";"UN";10,40;12,00;0,00;124,76;8,11;0,00;0,00;0,00;0,00;8,73;0,00;132,87
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020026.10316";"COLA PLASTICA UNIV. SUPER LIGHT 495G ANJO";"";"ANJO";"UN";12,47;240,00;0,00;2.993,04;0,00;0,00;0,00;0,00;0,00;209,52;0,00;2.993,04
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020038.10317";"EMBORRACHAMENTO BRANCO 900ML ANJO";"";"ANJO";"UN";12,64;6,00;0,00;75,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,82
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020038.10318";"EMBORRACHAMENTO PRETO 900ML ANJO";"";"ANJO";"UN";11,90;6,00;0,00;71,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,38
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"040001.20267";"ESMALTE SINTETICO-ALUMINIO OPALESCENTE 900ML ANJO";"";"ANJO";"UN";18,76;6,00;0,00;112,58;3,66;0,00;0,00;0,00;0,00;0,00;0,00;116,24
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"040001.23845";"ESMALTE SINTETICO-VERDE JOHN DEERE 2000 900ML ANJO";"";"ANJO";"UN";23,83;6,00;0,00;142,99;4,65;0,00;0,00;0,00;0,00;0,00;0,00;147,64
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020004.23267";"MASSA POLIESTER OCTANO 900G ANJO";"";"ANJO";"UN";19,72;120,00;0,00;2.366,76;30,76;0,00;0,00;0,00;0,00;165,67;0,00;2.397,52
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020035.10332";"PRIMER UNIVERSAL BRANCO 900ML ANJO";"";"ANJO";"UN";25,39;6,00;0,00;152,37;4,96;0,00;0,00;0,00;0,00;0,00;0,00;157,33
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020037.10295";"QUEROSENE 900ML ANJO";"";"ANJO";"UN";12,08;24,00;0,00;289,92;0,00;94,22;0,00;0,00;0,00;20,29;0,00;384,14
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"020052.10296";"SOLUCAO DESENGRAXANTE 900ML ANJO";"";"ANJO";"UN";13,88;240,00;0,00;3.331,44;0,00;0,00;0,00;0,00;0,00;233,20;0,00;3.331,44
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"060001.10303";"THINNER 2750 18L ANJO";"";"ANJO";"UN";153,28;50,00;0,00;7.664,15;498,17;0,00;0,00;0,00;0,00;536,49;0,00;8.162,32
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"060001.23280";"THINNER 2750 190L TAMBOR ANJO";"";"ANJO";"UN";1.476,43;10,00;0,00;14.764,32;959,68;0,00;0,00;0,00;0,00;1.033,50;0,00;15.724,00
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"060001.10298";"THINNER 2750 5L ANJO";"";"ANJO";"UN";45,30;360,00;0,00;16.307,64;1.059,99;0,00;0,00;0,00;0,00;1.141,54;0,00;17.367,63
"000000478690-NF-009";"00000382 - ANJO QUIMICA DO BRASIL LTDA";02/06/2026;"060001.10297";"THINNER 2750 900ML ANJO";"";"ANJO";"UN";8,77;240,00;0,00;2.104,80;136,81;0,00;0,00;0,00;0,00;147,33;0,00;2.241,61
